epoch,accuracy,loss,val_accuracy,val_loss
58,0.9989615678787231,0.00588539382442832,0.9451785683631897,0.38991212844848633
59,0.9989656209945679,0.006065092980861664,0.943365216255188,0.3762056529521942
60,0.9989676475524902,0.0059712594375014305,0.9451560378074646,0.38736429810523987
61,0.9989635944366455,0.005946351680904627,0.945172131061554,0.37629956007003784
62,0.9989737272262573,0.005858998745679855,0.9436899423599243,0.38037312030792236
63,0.998977780342102,0.005899779032915831,0.9436770677566528,0.39492958784103394
64,0.9989514350891113,0.00588335283100605,0.9439793229103088,0.3954894244670868
65,0.9989433884620667,0.005943255499005318,0.9433684349060059,0.3831007182598114
66,0.9989635944366455,0.005978089291602373,0.9451624751091003,0.365852415561676
67,0.9989656209945679,0.006001413334161043,0.9451753497123718,0.3736149072647095
68,0.998949408531189,0.0060015288181602955,0.945194661617279,0.3601125478744507
69,0.9989595413208008,0.006013970356434584,0.9451753497123718,0.4006999731063843
70,0.9989635944366455,0.005986412521451712,0.9451335668563843,0.3403305411338806
71,0.9989818334579468,0.005903348792344332,0.944474458694458,0.38000985980033875
72,0.9989676475524902,0.00597646739333868,0.9433169960975647,0.3845195770263672
73,0.998949408531189,0.005941835232079029,0.9437413811683655,0.421104371547699
74,0.9989676475524902,0.006020852364599705,0.8059531450271606,0.6925819516181946
75,0.9989393353462219,0.005940475035458803,0.9432687759399414,0.36714160442352295
76,0.9989676475524902,0.005934420041739941,0.9451850056648254,0.3696819841861725
77,0.9989473819732666,0.006018238607794046,0.9451753497123718,0.36310839653015137
78,0.9989514350891113,0.005976404063403606,0.9443812370300293,0.3589942753314972
79,0.9989514350891113,0.006019775755703449,0.9427961707115173,0.36899659037590027
80,0.998945415019989,0.005995818413794041,0.9432816505432129,0.35096487402915955
81,0.9989858865737915,0.006026553455740213,0.9435709714889526,0.3857772946357727
82,0.998945415019989,0.00597612839192152,0.9407577514648438,0.3839288353919983
83,0.9989271759986877,0.006007401738315821,0.9435645937919617,0.3893292546272278
84,0.9989615678787231,0.0060014743357896805,0.9451753497123718,0.39082640409469604
85,0.9989595413208008,0.005947745405137539,0.9424521327018738,0.4301134943962097
86,0.9989635944366455,0.006003492511808872,0.945194661617279,0.369803786277771
87,0.9989595413208008,0.006042690947651863,0.9451914429664612,0.3502637445926666
88,0.998949408531189,0.005971558857709169,0.9450467228889465,0.3742712438106537
89,0.9989615678787231,0.005988938268274069,0.945172131061554,0.4099854528903961
90,0.9989413619041443,0.006012424360960722,0.9451753497123718,0.37606531381607056
91,0.9989818334579468,0.006019136868417263,0.9427093267440796,0.43995988368988037
92,0.9989514350891113,0.005994424689561129,0.9432302117347717,0.37060144543647766
93,0.9989737272262573,0.00592993525788188,0.943863570690155,0.3898753821849823
94,0.9989635944366455,0.006019653752446175,0.9437832236289978,0.383709579706192
95,0.9989595413208008,0.005927013698965311,0.9451817870140076,0.3790150582790375
96,0.9989595413208008,0.005993294529616833,0.8093612194061279,0.7228811383247375
97,0.9989534616470337,0.0060111647471785545,0.9432302117347717,0.37227270007133484
98,0.9989696741104126,0.006001290399581194,0.945172131061554,0.3613433539867401
99,0.9989757537841797,0.005951491184532642,0.9179977178573608,0.4729631543159485
